2014-01-30,3638,2924
2014-01-31,4189,3773
2014-02-01,5130,4770
2014-02-02,4827,4479
2014-02-03,3989,3490
2014-02-04,3742,3278
2014-02-05,4147,3543
2014-02-06,3712,3130
2014-02-07,4093,3572
2014-02-08,4909,4210
2014-02-09,4590,4154
2014-02-10,3788,3400
2014-02-11,3687,3035
2014-02-12,4220,3474
2014-02-13,4242,3439
2014-02-14,4362,4025
2014-02-15,4905,4367
2014-02-16,4739,4366
2014-02-17,3741,3387
2014-02-18,3672,3057
2014-02-19,4024,3188
2014-02-20,3747,2873
2014-02-21,3838,3401
2014-02-22,5233,4339
2014-02-23,4342,3622
2014-02-24,3845,3184
2014-02-25,3760,2926
2014-02-26,3996,3155
2014-02-27,3899,3129
2014-02-28,4440,3775
2014-03-01,4857,4596
2014-03-02,3982,3868
2014-03-03,4004,4067
2014-03-04,4555,4337
2014-03-05,4002,3550
2014-03-06,4011,3114
2014-03-07,4127,3476
2014-03-08,5192,4437
2014-03-09,5533,4702
2014-03-10,3771,3260
2014-03-11,3844,3070
2014-03-12,4139,3203
2014-03-13,3660,3047
2014-03-14,3996,3453
2014-03-15,5025,4202
2014-03-16,5553,4955
2014-03-17,3965,3530
2014-03-18,3644,3008
2014-03-19,4133,3183
2014-03-20,3576,2994
2014-03-21,3914,3449
2014-03-22,5231,4394
2014-03-23,5200,4511
2014-03-24,3732,3096
2014-03-25,3637,3090
2014-03-26,4051,3157
2014-03-27,3527,2835
2014-03-28,4056,3469
2014-03-29,5444,4565
2014-03-30,5201,4617
2014-03-31,4121,3608
2014-04-01,4158,3613
2014-04-02,4366,3645
2014-04-03,3763,3210
2014-04-04,4381,3628
2014-04-05,5529,4963
2014-04-06,5571,5031
2014-04-07,4025,3535
2014-04-08,3868,3161
2014-04-09,4315,3459
2014-04-10,3859,3199
2014-04-11,4231,3618
2014-04-12,5395,4425
2014-04-13,5380,4766
2014-04-14,4009,3464
2014-04-15,3837,3347
2014-04-16,4476,3757
2014-04-17,4282,3816
2014-04-18,4638,4114
2014-04-19,4991,4942
2014-04-20,4969,4769
2014-04-21,3984,3715
2014-04-22,3822,3245
2014-04-23,4237,3442
2014-04-24,3793,3050
2014-04-25,4084,3506
2014-04-26,5148,4419
2014-04-27,5293,4849
2014-04-28,3903,3307
2014-04-29,3607,3121
2014-04-30,4165,3468
2014-05-01,5143,4521
2014-05-02,4403,3910
2014-05-03,5422,4633
2014-05-04,5324,4656
2014-05-05,3882,3494
2014-05-06,3683,3199
2014-05-07,4482,3596
2014-05-08,3769,3319
2014-05-09,4657,3932
2014-05-10,6280,5479
2014-05-11,4421,4575
2014-05-12,3789,3424
2014-05-13,3768,3172
2014-05-14,4128,3369
2014-05-15,3733,3127
2014-05-16,4281,3642
2014-05-17,5106,4364
2014-05-18,5262,4748
2014-05-19,3880,3317
2014-05-20,3563,3170
2014-05-21,4091,3359
2014-05-22,3769,2963
2014-05-23,4181,3371
2014-05-24,5119,4527
2014-05-25,5182,4588
2014-05-26,3960,3335
2014-05-27,3769,2983
2014-05-28,4250,3243
2014-05-29,3804,2973
2014-05-30,4365,3559
2014-05-31,5269,4664
2014-06-01,6008,4847
2014-06-02,4244,3709
2014-06-03,3928,3422
2014-06-04,4301,3555
2014-06-05,3793,3009
2014-06-06,4322,3589
2014-06-07,5302,4534
2014-06-08,4733,4743
2014-06-09,4012,3367
2014-06-10,3617,3159
2014-06-11,4232,3540
2014-06-12,3819,3084
2014-06-13,4584,3974
2014-06-14,6236,5490
2014-06-15,3720,3731
2014-06-16,4064,3461
2014-06-17,3798,3184
2014-06-18,4044,3321
2014-06-19,3724,3020
2014-06-20,3774,3545
2014-06-21,5050,4262
2014-06-22,4823,4563
2014-06-23,3789,3270
2014-06-24,3631,2960
2014-06-25,3750,3195
2014-06-26,3594,2896
2014-06-27,4047,3422
2014-06-28,4503,4111
2014-06-29,4563,4238
2014-06-30,3909,3408
2014-07-01,3943,3516
2014-07-02,4494,3816
2014-07-03,3849,3470
2014-07-04,4111,3684
2014-07-05,4674,4354
2014-07-06,5092,4626
2014-07-07,4013,3619
2014-07-08,3643,3197
2014-07-09,4083,3208
2014-07-10,3780,3143
2014-07-11,4250,3745
2014-07-12,4816,4197
2014-07-13,4179,3817
2014-07-14,4003,3505
2014-07-15,3812,3337
2014-07-16,4195,3634
2014-07-17,3714,3190
2014-07-18,4160,3772
2014-07-19,4838,4267
2014-07-20,4433,4197
2014-07-21,3940,3663
2014-07-22,3797,3211
2014-07-23,4225,3487
2014-07-24,3756,3094
2014-07-25,4140,3667
2014-07-26,4746,4228
2014-07-27,4526,4093
2014-07-28,3830,3331
2014-07-29,3758,3171
2014-07-30,4128,3310
2014-07-31,3836,3236
2014-08-01,4493,4197
2014-08-02,5006,4692
2014-08-03,4931,4543
2014-08-04,4272,3846
2014-08-05,3871,3497
2014-08-06,4347,3512
2014-08-07,3844,3373
2014-08-08,4377,3822
2014-08-09,4715,4197
2014-08-10,4738,4217
2014-08-11,4383,3536
2014-08-12,3927,3172
2014-08-13,4503,3475
2014-08-14,4221,3181
2014-08-15,4858,3769
2014-08-16,5378,4703
2014-08-17,5398,4430
2014-08-18,4382,3770
2014-08-19,4189,3357
2014-08-20,4694,3717
2014-08-21,4291,3334
2014-08-22,4698,3717
2014-08-23,5472,4243
2014-08-24,5375,4080
2014-08-25,4271,3445
2014-08-26,4197,3105
2014-08-27,4645,3347
2014-08-28,4327,3101
2014-08-29,4902,3695
2014-08-30,5795,4578
2014-08-31,5945,4793
2014-09-01,5006,4089
2014-09-02,4521,3602
2014-09-03,4985,3725
2014-09-04,4283,3268
2014-09-05,4571,3803
2014-09-06,5847,4589
2014-09-07,6099,4783
2014-09-08,4415,3602
2014-09-09,4087,3225
2014-09-10,4546,3390
2014-09-11,3946,2852
2014-09-12,4567,3406
2014-09-13,5674,4428
2014-09-14,5634,4444
2014-09-15,4273,3318
2014-09-16,4125,3191
2014-09-17,4545,3212
2014-09-18,3820,2802
2014-09-19,4057,3422
2014-09-20,5529,4613
2014-09-21,5410,4504
2014-09-22,3983,3260
2014-09-23,4054,2983
2014-09-24,4637,3173
2014-09-25,4064,2721
2014-09-26,4072,3353
2014-09-27,5556,4264
2014-09-28,5631,4557
2014-09-29,4107,3140
2014-09-30,3988,3190
2014-10-01,4787,3643
2014-10-02,4115,3256
2014-10-03,4717,3738
2014-10-04,5760,4808
2014-10-05,5617,4775
2014-10-06,3870,3385
2014-10-07,4120,3095
2014-10-08,4203,3328
2014-10-09,3875,3122
2014-10-10,4984,4331
2014-10-11,5169,4592
2014-10-12,5033,4289
2014-10-13,4024,3163
2014-10-14,3838,2957
2014-10-15,4465,3224
2014-10-16,4017,2997
2014-10-17,4329,3354
2014-10-18,5523,4455
2014-10-19,5211,4694
2014-10-20,4119,3310
2014-10-21,3817,3141
2014-10-22,4338,3147
2014-10-23,3679,2850
2014-10-24,4098,3366
2014-10-25,5177,4455
2014-10-26,5149,4496
2014-10-27,3754,3121
2014-10-28,3765,2912
2014-10-29,4256,3176
2014-10-30,3795,2883
2014-10-31,4139,3553
2014-11-01,4843,4284
2014-11-02,4344,3933
2014-11-03,4974,4670
2014-11-04,3745,3398
2014-11-05,4018,3616
2014-11-06,3724,3057
2014-11-07,4194,3557
2014-11-08,5297,4402
2014-11-09,5006,4669
2014-11-10,3654,3299
2014-11-11,3740,3031
2014-11-12,4300,3190
2014-11-13,3714,2915
2014-11-14,4114,3430
2014-11-15,5190,4414
2014-11-16,5023,4607
2014-11-17,3987,3260
2014-11-18,3907,3096
2014-11-19,4062,3123
2014-11-20,3804,3001
2014-11-21,4344,3674
2014-11-22,5225,4296
2014-11-23,5215,4558
2014-11-24,3974,3288
2014-11-25,3851,3017
2014-11-26,4431,3292
2014-11-27,3916,2873
2014-11-28,4291,3737
2014-11-29,5461,4560
2014-11-30,5872,4810
2014-12-01,4682,3846
2014-12-02,4411,3723
2014-12-03,4521,3661
2014-12-04,4413,3263
2014-12-05,4649,3794
2014-12-06,5178,4428
2014-12-07,5452,4982
2014-12-08,4834,3884
2014-12-09,4530,3615
2014-12-10,4969,3845
2014-12-11,4934,3550
2014-12-12,4969,4121
2014-12-13,6279,5227
2014-12-14,5797,5194
2014-12-15,5268,4427
2014-12-16,5343,4436
2014-12-17,5958,4645
2014-12-18,5899,4698
2014-12-19,5951,4830
2014-12-20,7045,5793
2014-12-21,7205,6198
2014-12-22,7524,6566
2014-12-23,8120,6884
2014-12-24,7689,6457
2014-12-26,5693,5396
2014-12-27,4813,4773
2014-12-28,4721,4443
2014-12-29,4868,4718
2014-12-30,5745,5276
2014-12-31,5524,4412
2015-01-02,4621,4950
2015-01-03,4364,4767
2015-01-04,5061,4817
2015-01-05,4475,4053
2015-01-06,3912,3476
2015-01-07,4674,3695
2015-01-08,4086,3159
2015-01-09,4242,3647
2015-01-10,5235,4288
2015-01-11,5434,4810
2015-01-12,3980,3329
2015-01-13,3885,3146
2015-01-14,4403,3384
2015-01-15,3761,3070
2015-01-16,3879,3529
2015-01-17,5412,4561
2015-01-18,5078,4599
2015-01-19,3960,3285
2015-01-20,3639,3133
2015-01-21,4201,3337
2015-01-22,3767,2879
2015-01-23,4074,3475
2015-01-24,5330,4382
2015-01-25,5047,4555
2015-01-26,3792,3009
2015-01-27,3522,2810
2015-01-28,4082,2928
2015-01-29,3483,2793
2015-01-30,4138,3611
2015-01-31,5082,4516
2015-02-01,5303,4870
2015-02-02,3927,3688
2015-02-03,3805,3237
2015-02-04,4275,3384
2015-02-05,3761,3154
2015-02-06,4044,3577
2015-02-07,5119,4484
2015-02-08,4866,4353
2015-02-09,3981,3328
2015-02-10,3681,3130
2015-02-11,4176,3320
2015-02-12,3927,3197
2015-02-13,4812,4086
2015-02-14,4494,4446
2015-02-15,3598,3482
2015-02-16,3696,3712
2015-02-17,4372,3844
2015-02-18,4123,3459
2015-02-19,3416,3112
2015-02-20,4072,3806
2015-02-21,4925,4124
2015-02-22,4957,4521
2015-02-23,3446,3121
2015-02-24,3779,3051
2015-02-25,4066,3047
2015-02-26,3548,2748
2015-02-27,3960,3587
2015-02-28,5086,4318
2015-03-01,5454,4732
2015-03-02,3864,3662
2015-03-03,3838,3461
2015-03-04,4278,3393
2015-03-05,3865,3326
2015-03-06,4269,3515
2015-03-07,5478,4736
2015-03-08,5213,4670
2015-03-09,4233,3485
2015-03-10,4499,3476
2015-03-11,4439,3217
2015-03-12,3877,2907
2015-03-13,4237,3354
2015-03-14,5344,4412
2015-03-15,5270,4522
2015-03-16,3948,3297
2015-03-17,3630,3144
2015-03-18,4037,3170
2015-03-19,3497,3026
2015-03-20,4176,3648
2015-03-21,5264,4378
2015-03-22,5204,4430
2015-03-23,3806,3244
2015-03-24,3832,2839
2015-03-25,4172,3092
2015-03-26,3561,2789
2015-03-27,4146,3481
2015-03-28,5087,4277
2015-03-29,4935,4286
2015-03-30,3701,3255
2015-03-31,3787,3291
2015-04-01,4538,3805
2015-04-02,4349,3868
2015-04-03,4464,3670
2015-04-04,4955,4732
2015-04-05,4904,4493
2015-04-06,4053,3651
2015-04-07,3824,3195
2015-04-08,4096,3317
2015-04-09,3702,2998
2015-04-10,4198,3570
2015-04-11,5083,4469
2015-04-12,5192,4654
2015-04-13,3818,3295
2015-04-14,3432,3077
2015-04-15,4192,3338
2015-04-16,3611,3236
2015-04-17,4191,3542
2015-04-18,5393,4443
2015-04-19,5228,4797
2015-04-20,3860,3478
2015-04-21,3685,3132
2015-04-22,4178,3131
2015-04-23,3838,2887
2015-04-24,4036,3412
2015-04-25,5175,4346
2015-04-26,5080,4456
2015-04-27,3901,3101
2015-04-28,3587,2968
2015-04-29,4059,3255
2015-04-30,4132,3308
2015-05-01,5054,4558
2015-05-02,5400,4653
2015-05-03,5175,4574
2015-05-04,4044,3670
2015-05-05,4021,3353
2015-05-06,4439,3458
2015-05-07,4272,3348
2015-05-08,4812,3983
2015-05-09,6839,5327
2015-05-10,4526,4256
2015-05-11,4008,3367
2015-05-12,3721,3016
2015-05-13,3907,3137
2015-05-14,3674,2862
2015-05-15,4129,3599
2015-05-16,5466,4483
2015-05-17,5189,4607
2015-05-18,3924,3301
2015-05-19,3752,3066
2015-05-20,4031,3249
2015-05-21,3713,2951
2015-05-22,4227,3445
2015-05-23,4864,4249
2015-05-24,4924,4488
2015-05-25,3810,3149
2015-05-26,3599,2962
2015-05-27,4120,3063
2015-05-28,3614,2853
2015-05-29,4238,3568
2015-05-30,5186,4507
2015-05-31,5434,4868
2015-06-01,4340,3792
2015-06-02,4031,3423
2015-06-03,4260,3448
2015-06-04,3754,3073
2015-06-05,4268,3711
2015-06-06,5035,4343
2015-06-07,4717,4646
2015-06-08,3758,3315
2015-06-09,3841,3047
2015-06-10,4089,3126
2015-06-11,3393,2804
2015-06-12,4206,3631
2015-06-13,4959,4210
2015-06-14,4913,4275
2015-06-15,3757,3244
2015-06-16,3826,3143
2015-06-17,4219,3265
2015-06-18,3730,3014
2015-06-19,4585,3915
2015-06-20,5857,5077
2015-06-21,4483,4044
2015-06-22,3970,3323
2015-06-23,3818,3048
2015-06-24,4222,3206
2015-06-25,3387,2895
2015-06-26,4025,3483
2015-06-27,4944,4208
2015-06-28,5182,4395
2015-06-29,3736,3054
2015-06-30,3706,3081
2015-07-01,4450,3621
2015-07-02,3945,3281
2015-07-03,4727,3937
2015-07-04,5243,4314
2015-07-05,3952,4247
2015-07-06,2968,4434
2015-07-07,2510,3775
2015-07-08,4560,3572
2015-07-09,3858,3198
2015-07-10,4299,3594
2015-07-11,4979,3999
2015-07-12,4669,4298
2015-07-13,4067,3295
2015-07-14,3680,3053
2015-07-15,4219,3454
2015-07-16,3842,3071
2015-07-17,4428,3595
2015-07-18,4895,4260
2015-07-19,4882,4382
2015-07-20,3882,3607
2015-07-21,3703,3192
2015-07-22,4216,3281
2015-07-23,3597,3053
2015-07-24,4239,3703
2015-07-25,4701,4039
2015-07-26,4399,4145
2015-07-27,3801,3267
2015-07-28,3601,2961
2015-07-29,4050,3108
2015-07-30,3646,3096
2015-07-31,4393,3840
2015-08-01,5237,4604
2015-08-02,4759,4501
2015-08-03,4253,3822
2015-08-04,3945,3582
2015-08-05,4215,3520
2015-08-06,3775,3323
2015-08-07,4394,3753
2015-08-08,4513,3917
2015-08-09,3843,3612
2015-08-10,4586,4152
2015-08-11,3984,3501
2015-08-12,4259,3459
2015-08-13,3398,3498
2015-08-14,4473,4120
2015-08-15,5370,4011
2015-08-16,4830,4043
2015-08-17,4004,3625
2015-08-18,3869,3345
2015-08-19,4187,3361
2015-08-20,3693,3224
2015-08-21,4483,3635
2015-08-22,4955,4004
2015-08-23,4626,4109
2015-08-24,3999,3445
2015-08-25,3870,3226
2015-08-26,4129,3110
2015-08-27,4073,2976
2015-08-28,4452,3498
2015-08-29,4896,4197
2015-08-30,5010,4116
2015-08-31,4320,3663
2015-09-01,4233,3605
2015-09-02,4573,3608
2015-09-03,3943,3439
2015-09-04,4465,3609
2015-09-05,5417,4558
2015-09-06,5327,4515
2015-09-07,4036,3432
2015-09-08,3779,2919
2015-09-09,4219,3157
2015-09-10,3552,2838
2015-09-11,4148,3337
2015-09-12,5046,4109
2015-09-13,5015,4276
2015-09-14,3754,2186
2015-09-15,3563,3040
2015-09-16,4239,3119
2015-09-17,3623,2697
2015-09-18,4170,3322
2015-09-19,4984,4081
2015-09-20,4951,4198
2015-09-21,3596,3145
2015-09-22,3594,2920
2015-09-23,4089,2983
2015-09-24,3627,2708
2015-09-25,4283,3309
2015-09-26,5171,3942
2015-09-27,5124,4202
2015-09-28,3768,2902
2015-09-29,3551,2744
2015-09-30,3945,3012
2015-10-01,3830,3113
2015-10-02,4466,3533
2015-10-03,5491,4460
2015-10-04,5414,4567
2015-10-05,4027,3460
2015-10-06,3838,2972
2015-10-07,4200,3073
2015-10-08,3639,2826
2015-10-09,4768,4052
2015-10-10,4609,4063
2015-10-11,4618,3900
2015-10-12,3662,3038
2015-10-13,2699,2400
2015-10-14,3974,2905
2015-10-15,3561,2789
2015-10-16,4246,3382
2015-10-17,5143,4172
2015-10-18,5072,4282
2015-10-19,3833,2996
2015-10-20,3483,2895
2015-10-21,4061,3025
2015-10-22,3606,2702
2015-10-23,4125,3236
2015-10-24,4909,4023
2015-10-25,4760,4197
2015-10-26,3679,2968
2015-10-27,3659,2709
2015-10-28,3978,2789
2015-10-29,3453,2692
2015-10-30,4327,3316
2015-10-31,4426,4376
2015-11-01,4105,3668
2015-11-02,4118,3679
2015-11-03,4678,4507
2015-11-04,4054,3407
2015-11-05,3612,3029
2015-11-06,4125,3391
2015-11-07,5129,4399
2015-11-08,5097,4326
2015-11-09,3796,3142
2015-11-10,3920,2987
2015-11-11,4237,2992
2015-11-12,3028,2634
2015-11-13,4295,3362
2015-11-14,5267,4109
2015-11-15,5281,4448
2015-11-16,3883,3242
2015-11-17,3678,2887
2015-11-18,4212,3070
2015-11-19,3809,2861
2015-11-20,4362,3593
2015-11-21,5231,4157
2015-11-22,5035,4098
2015-11-23,3865,3076
2015-11-24,3966,2992
2015-11-25,4709,3256
2015-11-26,3940,2915
2015-11-27,4704,3949
2015-11-28,5245,4437
2015-11-29,5772,4760
2015-11-30,4433,3703
2015-12-01,4326,3537
2015-12-02,4938,3522
2015-12-03,4124,3321
2015-12-04,4234,3689
2015-12-05,4772,4248
2015-12-06,5358,4586
2015-12-07,4618,3597
2015-12-08,4311,3247
2015-12-09,4944,3574
2015-12-10,4584,3318
2015-12-11,5118,3911
2015-12-12,5968,4862
2015-12-13,5672,4837
2015-12-14,4645,3700
2015-12-15,4934,3794
2015-12-16,5492,4097
2015-12-17,5629,4164
