date,44 BEVERAGES,44 CLEANING,44 DAIRY,44 GROCERY I,44 PRODUCE,45 BEVERAGES,45 CLEANING,45 DAIRY,45 GROCERY I,45 PRODUCE,47 BEVERAGES,47 CLEANING,47 DAIRY,47 GROCERY I,47 PRODUCE
2013-01-22,3064.0,5280.0,1179.0,19263.0,0.0,1851.0,1423.0,750.0,4471.0,0.0,2001.0,1695.0,783.0,4613.0,0.0
2013-01-23,3687.0,2115.0,1377.0,5869.0,0.0,2262.0,1779.0,828.0,5701.0,0.0,1919.0,1622.0,829.0,5021.0,0.0
2013-01-24,2650.0,1359.0,992.0,4007.0,0.0,1605.0,1421.0,711.0,4337.0,0.0,1777.0,1473.0,762.0,4325.0,0.0
2013-01-25,3437.0,1874.0,1456.0,5895.0,0.0,2586.0,1685.0,991.0,5441.0,0.0,2237.0,1740.0,943.0,5413.0,0.0
2013-01-26,6092.0,2831.0,1932.0,8709.0,0.0,4249.0,2786.0,1346.0,8941.0,0.0,3828.0,2543.0,1355.0,8334.0,0.0
2013-01-27,6016.0,3424.0,1967.0,9667.0,0.0,5030.0,2752.0,1430.0,9211.0,0.0,4524.0,2932.0,1529.0,10395.0,0.0
2013-01-28,2944.0,1679.0,1182.0,5471.0,0.0,2231.0,1629.0,826.0,5212.0,0.0,2014.0,1636.0,840.0,5031.0,0.0
2013-01-29,2840.0,1955.0,1209.0,4745.0,0.0,1886.0,1698.0,764.0,4826.0,0.0,1958.0,1482.0,682.0,4651.0,0.0
2013-01-30,3485.0,2204.0,1446.0,5669.0,0.0,2156.0,1697.0,852.0,5247.0,0.0,1947.0,1606.0,839.0,5149.0,0.0
2013-01-31,2848.0,1666.0,1078.0,4268.0,0.0,1988.0,1469.0,793.0,4545.0,0.0,1994.0,1516.0,771.0,4829.0,0.0
2013-02-01,4029.0,2619.0,1768.0,7265.0,0.0,2958.0,2558.0,1100.0,7136.0,0.0,2664.0,2361.0,1119.0,7209.0,0.0
2013-02-02,7039.0,3663.0,2265.0,11068.0,0.0,4608.0,3543.0,1534.0,10672.0,0.0,4386.0,3582.0,1681.0,11199.0,0.0
2013-02-03,6336.0,3775.0,2252.0,11125.0,0.0,4608.0,3746.0,1482.0,11151.0,0.0,4181.0,3901.0,1579.0,11537.0,0.0
2013-02-04,3214.0,2135.0,1413.0,6202.0,0.0,2204.0,2460.0,995.0,7552.0,0.0,2292.0,2039.0,913.0,6707.0,0.0
2013-02-05,2843.0,2265.0,1266.0,5903.0,0.0,1857.0,2207.0,879.0,6012.0,0.0,1976.0,1979.0,871.0,6013.0,0.0
2013-02-06,3956.0,2482.0,1466.0,7160.0,0.0,2199.0,2151.0,989.0,6259.0,0.0,2138.0,2035.0,943.0,6310.0,0.0
2013-02-07,3710.0,2162.0,1151.0,5444.0,0.0,2019.0,1579.0,731.0,4630.0,0.0,2055.0,1483.0,722.0,4498.0,0.0
2013-02-08,3848.0,2178.0,1443.0,5826.0,0.0,2900.0,2142.0,1025.0,14058.0,0.0,2434.0,1773.0,848.0,5745.0,0.0
2013-02-09,4702.0,2541.0,1762.0,7683.0,0.0,3302.0,2393.0,1122.0,7201.0,0.0,3284.0,2219.0,1248.0,7409.0,0.0
2013-02-10,3191.0,1840.0,1301.0,5655.0,0.0,2637.0,1903.0,933.0,5879.0,0.0,2378.0,1769.0,954.0,5947.0,0.0
2013-02-11,3362.0,1965.0,1335.0,5790.0,0.0,2723.0,2081.0,1003.0,6564.0,0.0,2198.0,1817.0,985.0,5879.0,0.0
2013-02-12,4329.0,2551.0,1619.0,7601.0,0.0,2828.0,2176.0,1021.0,7498.0,0.0,2820.0,2293.0,1182.0,7233.0,0.0
2013-02-13,3221.0,2196.0,1531.0,6542.0,0.0,2051.0,1744.0,1109.0,6077.0,0.0,2049.0,1693.0,997.0,5618.0,0.0
2013-02-14,2760.0,1688.0,1226.0,26067.0,0.0,1885.0,1343.0,777.0,5220.0,0.0,1679.0,1397.0,872.0,5026.0,0.0
2013-02-15,3647.0,2194.0,1466.0,6214.0,0.0,2454.0,1816.0,1022.0,6394.0,0.0,2423.0,1840.0,1014.0,5755.0,0.0
2013-02-16,7022.0,3461.0,2382.0,11506.0,0.0,4824.0,3146.0,1515.0,10446.0,0.0,4612.0,3006.0,1572.0,10765.0,0.0
2013-02-17,4944.0,2643.0,1883.0,8425.0,0.0,4595.0,2699.0,1263.0,9762.0,0.0,4314.0,2537.0,1481.0,9258.0,0.0
2013-02-18,3800.0,2424.0,1464.0,7093.0,0.0,2845.0,2177.0,1055.0,7371.0,0.0,2612.0,1859.0,1020.0,6773.0,0.0
2013-02-19,2553.0,1662.0,1294.0,5314.0,0.0,1846.0,1496.0,751.0,5282.0,0.0,1810.0,1597.0,815.0,5063.0,0.0
2013-02-20,3707.0,2232.0,1637.0,7122.0,0.0,2241.0,1835.0,996.0,5810.0,0.0,2108.0,1789.0,960.0,5970.0,0.0
2013-02-21,2999.0,1656.0,1171.0,4636.0,0.0,1944.0,1448.0,827.0,4335.0,0.0,1772.0,1357.0,772.0,4485.0,0.0
2013-02-22,3355.0,1856.0,1395.0,5254.0,0.0,2205.0,1641.0,1029.0,5530.0,0.0,2045.0,1470.0,924.0,4981.0,0.0
2013-02-23,5384.0,2804.0,1966.0,8624.0,0.0,4034.0,2497.0,1328.0,8439.0,0.0,3165.0,2202.0,1271.0,7788.0,0.0
2013-02-24,6604.0,3064.0,2091.0,10671.0,0.0,5782.0,3201.0,1503.0,11723.0,0.0,4591.0,3152.0,1684.0,10827.0,0.0
2013-02-25,3461.0,4494.0,1349.0,5941.0,0.0,2363.0,1597.0,762.0,5220.0,0.0,1941.0,1537.0,773.0,5258.0,0.0
2013-02-26,3119.0,1640.0,1288.0,5096.0,0.0,1853.0,1446.0,744.0,4439.0,0.0,1862.0,1473.0,684.0,4737.0,0.0
2013-02-27,2982.0,2038.0,1404.0,5714.0,0.0,2029.0,1693.0,942.0,5594.0,0.0,2093.0,1634.0,873.0,5452.0,0.0
2013-02-28,3132.0,2210.0,1112.0,4554.0,0.0,1848.0,1501.0,779.0,4960.0,0.0,2052.0,1500.0,803.0,4850.0,0.0
2013-03-01,3818.0,2476.0,1725.0,7390.0,0.0,3093.0,2091.0,1217.0,7456.0,0.0,2840.0,1956.0,1158.0,6639.0,0.0
2013-03-02,6824.0,3584.0,2228.0,11514.0,0.0,5700.0,3814.0,1752.0,12420.0,0.0,4506.0,3225.0,1684.0,11801.0,0.0
2013-03-03,8198.0,3996.0,2645.0,13610.0,0.0,6359.0,3920.0,1663.0,14034.0,0.0,5729.0,4123.0,1838.0,13451.0,0.0
2013-03-04,4316.0,2736.0,1619.0,7046.0,0.0,3040.0,2403.0,989.0,7797.0,0.0,2512.0,2177.0,1023.0,7165.0,0.0
2013-03-05,7375.0,2180.0,1347.0,5955.0,0.0,2291.0,1965.0,879.0,6884.0,0.0,2380.0,1658.0,871.0,5905.0,0.0
2013-03-06,4247.0,2570.0,1848.0,7733.0,0.0,2682.0,1903.0,978.0,6635.0,0.0,2486.0,1864.0,1065.0,6639.0,0.0
2013-03-07,3716.0,1691.0,1221.0,5136.0,0.0,2195.0,1697.0,828.0,5191.0,0.0,1904.0,1483.0,786.0,4834.0,0.0
2013-03-08,3253.0,2117.0,1307.0,13969.0,0.0,2794.0,1504.0,1058.0,5749.0,0.0,2430.0,1606.0,924.0,5406.0,0.0
2013-03-09,6783.0,3056.0,2201.0,9988.0,0.0,5191.0,2892.0,1500.0,9451.0,0.0,3924.0,2642.0,1439.0,9346.0,0.0
2013-03-10,6696.0,3229.0,2201.0,10646.0,0.0,5347.0,3040.0,1519.0,10495.0,0.0,4682.0,3093.0,1677.0,10807.0,0.0
2013-03-11,3407.0,2046.0,1417.0,5776.0,0.0,2541.0,1660.0,880.0,5536.0,0.0,2194.0,1599.0,887.0,5415.0,0.0
2013-03-12,3089.0,2026.0,1389.0,5422.0,0.0,1706.0,1236.0,673.0,4954.0,0.0,2057.0,1531.0,796.0,4853.0,0.0
2013-03-13,3826.0,2283.0,1671.0,6826.0,0.0,2088.0,1669.0,933.0,5268.0,0.0,1896.0,1845.0,917.0,5294.0,0.0
2013-03-14,2792.0,1557.0,1172.0,4388.0,0.0,1617.0,1359.0,681.0,4028.0,0.0,1961.0,1320.0,692.0,4144.0,0.0
2013-03-15,3764.0,2161.0,1418.0,5742.0,0.0,2526.0,2001.0,1145.0,6142.0,0.0,2281.0,1814.0,934.0,5248.0,0.0
2013-03-16,6205.0,3298.0,2096.0,10894.0,57.0,4943.0,3085.0,1610.0,10860.0,47.0,4249.0,3120.0,1457.0,10233.0,23.0
2013-03-17,6970.0,3747.0,2652.0,12230.0,21.0,5838.0,3612.0,1680.0,12123.0,38.0,5344.0,3585.0,1744.0,12616.0,18.0
2013-03-18,3382.0,2330.0,1539.0,6307.0,1.0,2491.0,1765.0,1040.0,6462.0,3.0,2217.0,1873.0,870.0,6105.0,1.0
2013-03-19,3128.0,1867.0,1359.0,5572.0,0.0,1840.0,1452.0,732.0,4654.0,0.0,1949.0,1756.0,759.0,5375.0,2.0
2013-03-20,3678.0,2382.0,1732.0,7002.0,15.0,2103.0,1854.0,1031.0,5920.0,2.0,2107.0,1846.0,968.0,6168.0,5.0
2013-03-21,2543.0,1720.0,1129.0,5954.0,17.0,1606.0,1458.0,770.0,4671.0,4.0,1543.0,1496.0,880.0,5024.0,2.0
2013-03-22,3647.0,1952.0,1616.0,5747.0,55.0,2486.0,1809.0,1184.0,5684.0,21.0,2131.0,1410.0,977.0,4931.0,15.0
2013-03-23,5750.0,5495.0,2192.0,10510.0,51.0,4680.0,2904.0,1559.0,9867.0,49.0,4153.0,2753.0,1664.0,9327.0,29.0
2013-03-24,5949.0,3214.0,2284.0,10570.0,18.0,5007.0,2996.0,1578.0,10440.0,25.0,4662.0,3173.0,1534.0,10388.0,18.0
2013-03-25,3248.0,2035.0,1583.0,5986.0,10.0,2241.0,1791.0,991.0,6123.0,6.0,2380.0,1862.0,1032.0,6516.0,3.0
2013-03-26,2023.0,1179.0,1132.0,3974.0,9.0,1876.0,1220.0,892.0,4699.0,6.0,2076.0,1533.0,897.0,4545.0,5.0
2013-03-27,3433.0,2603.0,2092.0,7135.0,21.0,2490.0,1802.0,1544.0,6368.0,4.0,2227.0,1745.0,1355.0,5951.0,1.0
2013-03-28,3828.0,1781.0,1665.0,5860.0,30.0,2843.0,1798.0,1642.0,6342.0,19.0,2291.0,1646.0,1445.0,5438.0,14.0
2013-03-29,4548.0,1998.0,1687.0,7112.0,46.0,3355.0,1922.0,1367.0,6734.0,43.0,3378.0,2091.0,1438.0,7179.0,31.0
2013-03-30,5451.0,2761.0,1867.0,8926.0,64.0,4811.0,3213.0,1516.0,10760.0,66.0,4303.0,3251.0,1351.0,9994.0,43.0
2013-03-31,5514.0,3095.0,1923.0,9903.0,20.0,5415.0,3738.0,1454.0,11778.0,35.0,5327.0,3444.0,1527.0,11577.0,15.0
2013-04-01,4632.0,2742.0,1866.0,8685.0,4.0,3224.0,2712.0,1112.0,9232.0,2.0,3337.0,2585.0,1155.0,8294.0,1.0
2013-04-02,3496.0,2357.0,1484.0,6872.0,2.0,2379.0,2305.0,999.0,7310.0,6.0,2449.0,2266.0,1077.0,7166.0,2.0
2013-04-03,4069.0,3003.0,1802.0,8370.0,16.0,2580.0,2375.0,1100.0,7306.0,9.0,2830.0,2111.0,1102.0,7119.0,5.0
2013-04-04,2904.0,1988.0,1392.0,5779.0,18.0,1882.0,1660.0,792.0,5266.0,19.0,1828.0,1582.0,803.0,5056.0,3.0
2013-04-05,3514.0,2082.0,1485.0,6622.0,56.0,2495.0,1986.0,1141.0,6354.0,27.0,2553.0,1648.0,942.0,5722.0,17.0
2013-04-06,7469.0,3603.0,2363.0,11757.0,58.0,5279.0,3180.0,1507.0,11247.0,45.0,4525.0,2822.0,1463.0,10519.0,39.0
2013-04-07,7436.0,3619.0,2559.0,12888.0,22.0,6061.0,3597.0,1659.0,13007.0,34.0,5205.0,3202.0,1499.0,11144.0,14.0
2013-04-08,4307.0,2161.0,1400.0,6387.0,1.0,2876.0,1953.0,897.0,6689.0,2.0,2470.0,1979.0,1023.0,6821.0,2.0
2013-04-09,3546.0,1849.0,1148.0,5543.0,3.0,1881.0,1376.0,680.0,4440.0,1.0,2291.0,1456.0,845.0,4938.0,0.0
2013-04-10,3585.0,2339.0,1652.0,6510.0,12.0,2273.0,1843.0,954.0,5912.0,7.0,2540.0,1536.0,910.0,5572.0,6.0
2013-04-11,2957.0,1556.0,1205.0,15836.0,14.0,2132.0,1378.0,748.0,4962.0,6.0,2288.0,1313.0,838.0,4923.0,2.0
2013-04-12,3794.0,1762.0,1349.0,5419.0,44.0,2667.0,1757.0,963.0,5917.0,24.0,2946.0,1499.0,932.0,5167.0,7.0
2013-04-13,6583.0,2882.0,2080.0,9645.0,68.0,4747.0,2486.0,1369.0,9591.0,57.0,4563.0,2569.0,1490.0,9336.0,23.0
2013-04-14,6328.0,3081.0,2123.0,11050.0,25.0,5598.0,3026.0,1367.0,11567.0,34.0,5721.0,3254.0,1687.0,11571.0,22.0
2013-04-15,3423.0,1942.0,1338.0,5919.0,3.0,2868.0,1902.0,994.0,6468.0,2.0,2399.0,1773.0,888.0,6097.0,2.0
2013-04-16,3527.0,2201.0,1379.0,6927.0,9.0,2589.0,2154.0,962.0,7058.0,3.0,2505.0,1723.0,843.0,5638.0,1.0
2013-04-17,4034.0,2277.0,1635.0,7043.0,8.0,2285.0,1984.0,1036.0,6685.0,2.0,2308.0,1853.0,887.0,5867.0,1.0
2013-04-18,3181.0,1698.0,1074.0,4817.0,9.0,1764.0,1384.0,733.0,4455.0,11.0,1543.0,1345.0,708.0,4293.0,1.0
2013-04-19,3617.0,1875.0,1305.0,5828.0,44.0,2275.0,1769.0,980.0,6261.0,21.0,1954.0,1603.0,890.0,5120.0,8.0
2013-04-20,6403.0,3294.0,2218.0,11374.0,67.0,4709.0,2790.0,1354.0,9660.0,42.0,3439.0,2314.0,1248.0,8885.0,15.0
2013-04-21,6590.0,3403.0,2503.0,12467.0,19.0,5200.0,3458.0,1633.0,11969.0,37.0,4872.0,2987.0,1580.0,10944.0,9.0
2013-04-22,3239.0,1862.0,1440.0,6539.0,1.0,2492.0,1893.0,933.0,6782.0,6.0,2080.0,1657.0,866.0,5961.0,0.0
2013-04-23,3173.0,4543.0,1290.0,5993.0,9.0,1931.0,1416.0,744.0,5019.0,7.0,1904.0,1462.0,759.0,5298.0,0.0
2013-04-24,4099.0,3795.0,1669.0,6913.0,16.0,2370.0,1814.0,986.0,6041.0,10.0,2301.0,1644.0,875.0,5383.0,4.0
2013-04-25,2944.0,1496.0,1240.0,4786.0,23.0,1849.0,1253.0,733.0,4215.0,10.0,2026.0,1216.0,710.0,4701.0,4.0
2013-04-26,3753.0,1780.0,1389.0,5561.0,60.0,2404.0,1322.0,950.0,5272.0,21.0,2318.0,1136.0,740.0,4969.0,11.0
2013-04-27,6300.0,2697.0,1992.0,10168.0,70.0,4530.0,2519.0,1375.0,9051.0,51.0,4112.0,2328.0,1265.0,8605.0,30.0
2013-04-28,6821.0,3208.0,2246.0,11118.0,26.0,5854.0,3120.0,1498.0,11955.0,20.0,6124.0,3083.0,1587.0,11595.0,17.0
2013-04-29,3210.0,1802.0,1270.0,5387.0,15.0,2382.0,1615.0,840.0,6125.0,9.0,2221.0,1532.0,826.0,5241.0,0.0
2013-04-30,3467.0,1804.0,1359.0,5661.0,41.0,2200.0,1627.0,918.0,6041.0,31.0,2208.0,1594.0,802.0,5595.0,23.0
2013-05-01,5888.0,3578.0,2362.0,12235.0,44.0,4169.0,3385.0,1410.0,11996.0,44.0,4573.0,3262.0,1596.0,12255.0,37.0
2013-05-02,3135.0,2227.0,1304.0,5905.0,11.0,2187.0,1825.0,1031.0,6330.0,9.0,2468.0,1592.0,866.0,5868.0,4.0
2013-05-03,3791.0,2138.0,1538.0,6655.0,36.0,2914.0,2225.0,1160.0,7595.0,27.0,2566.0,2007.0,1001.0,6772.0,7.0
2013-05-04,6705.0,3377.0,2164.0,11924.0,51.0,5175.0,3342.0,1609.0,11523.0,53.0,3844.0,2681.0,1390.0,9460.0,11.0
2013-05-05,6912.0,3963.0,2562.0,12708.0,17.0,5370.0,3709.0,1585.0,13158.0,23.0,5953.0,3572.0,1845.0,13342.0,5.0
2013-05-06,3764.0,2201.0,1485.0,6953.0,5.0,2581.0,2008.0,1009.0,7293.0,1.0,2566.0,1994.0,1028.0,7130.0,1.0
2013-05-07,2917.0,1811.0,1408.0,6739.0,3.0,2051.0,1624.0,849.0,5746.0,1.0,2024.0,1550.0,771.0,5413.0,0.0
2013-05-08,3691.0,2789.0,1779.0,8246.0,18.0,2491.0,1777.0,1031.0,6508.0,7.0,2475.0,1670.0,1044.0,6133.0,5.0
2013-05-09,2728.0,1840.0,1305.0,5954.0,30.0,1999.0,1474.0,872.0,5085.0,11.0,2254.0,1513.0,697.0,5562.0,2.0
2013-05-10,3476.0,1973.0,1664.0,6433.0,72.0,2613.0,1585.0,1131.0,7052.0,47.0,2067.0,1419.0,1008.0,5699.0,13.0
2013-05-11,7145.0,2998.0,2628.0,11277.0,157.0,4757.0,2529.0,1682.0,9599.0,106.0,4778.0,2545.0,1662.0,9569.0,84.0
2013-05-12,4583.0,1969.0,1661.0,7702.0,90.0,3966.0,2039.0,1142.0,7604.0,66.0,3634.0,1837.0,1036.0,7008.0,66.0
2013-05-13,3643.0,1971.0,1472.0,6316.0,1.0,2849.0,1946.0,955.0,6945.0,2.0,2687.0,1786.0,881.0,5960.0,0.0
2013-05-14,3308.0,1708.0,1346.0,5653.0,5.0,2228.0,1508.0,798.0,5533.0,6.0,2108.0,1334.0,732.0,4783.0,1.0
2013-05-15,3859.0,2411.0,1693.0,7679.0,13.0,2301.0,1887.0,1058.0,6395.0,3.0,2413.0,1631.0,866.0,5927.0,0.0
2013-05-16,3321.0,1980.0,1394.0,5885.0,20.0,1953.0,1799.0,912.0,5413.0,6.0,2253.0,1746.0,863.0,5277.0,2.0
2013-05-17,3540.0,1883.0,1424.0,5932.0,34.0,3419.0,1982.0,1036.0,6173.0,27.0,2488.0,1866.0,984.0,5995.0,16.0
2013-05-18,6251.0,3169.0,2105.0,10375.0,69.0,4595.0,2899.0,1377.0,9618.0,43.0,4293.0,2573.0,1362.0,8872.0,29.0
2013-05-19,6464.0,3146.0,2190.0,10633.0,27.0,5378.0,3343.0,1625.0,11298.0,31.0,5602.0,3121.0,1562.0,11081.0,16.0
2013-05-20,3393.0,3008.0,1362.0,6654.0,6.0,2534.0,1907.0,865.0,6463.0,10.0,2448.0,1784.0,862.0,6136.0,0.0
2013-05-21,3046.0,1681.0,1224.0,13874.0,6.0,1788.0,1571.0,804.0,5015.0,6.0,2038.0,1503.0,792.0,4868.0,2.0
2013-05-22,3736.0,2326.0,1440.0,6842.0,19.0,2304.0,1860.0,1019.0,6856.0,10.0,2155.0,1575.0,879.0,5308.0,6.0
2013-05-23,3253.0,1766.0,1152.0,5096.0,47.0,2023.0,1393.0,859.0,4912.0,17.0,2189.0,1358.0,716.0,4594.0,20.0
2013-05-24,4746.0,2408.0,1806.0,7796.0,94.0,3801.0,2627.0,1366.0,8956.0,87.0,3575.0,2219.0,1312.0,8225.0,31.0
2013-05-25,4657.0,2414.0,1799.0,8343.0,50.0,4003.0,2500.0,1290.0,8279.0,27.0,3857.0,2389.0,1282.0,8244.0,22.0
2013-05-26,4973.0,2795.0,1843.0,9453.0,19.0,4172.0,2836.0,1294.0,9984.0,0.0,4316.0,2606.0,1202.0,9188.0,3.0
2013-05-27,3076.0,1862.0,1229.0,5789.0,10.0,2428.0,1789.0,916.0,5814.0,0.0,2459.0,1646.0,796.0,5186.0,2.0
2013-05-28,3147.0,1810.0,1301.0,5318.0,11.0,1796.0,1499.0,848.0,5071.0,4.0,1945.0,1584.0,830.0,4813.0,3.0
2013-05-29,3477.0,2176.0,1464.0,6408.0,5.0,1911.0,1660.0,879.0,5722.0,2.0,2041.0,1656.0,834.0,5133.0,2.0
2013-05-30,2591.0,1847.0,1151.0,5239.0,9.0,1733.0,1378.0,795.0,4961.0,6.0,1873.0,1460.0,729.0,4611.0,2.0
2013-05-31,4025.0,2491.0,1386.0,6029.0,37.0,2478.0,2013.0,1089.0,7160.0,20.0,2230.0,1771.0,858.0,5492.0,17.0
2013-06-01,6649.0,3519.0,2385.0,12193.0,53.0,4770.0,3713.0,1575.0,12283.0,44.0,4346.0,2905.0,1346.0,10770.0,22.0
2013-06-02,6513.0,3713.0,2384.0,12866.0,22.0,6209.0,4132.0,1781.0,14582.0,36.0,5948.0,4312.0,2020.0,15175.0,11.0
2013-06-03,4086.0,2950.0,1799.0,9146.0,7.0,3131.0,2778.0,1066.0,8501.0,6.0,2888.0,2290.0,1091.0,7890.0,2.0
2013-06-04,3540.0,2373.0,1517.0,7213.0,10.0,2531.0,2135.0,980.0,7302.0,3.0,2185.0,1981.0,993.0,6776.0,1.0
2013-06-05,3774.0,3038.0,1782.0,7790.0,13.0,2624.0,2382.0,1111.0,7557.0,3.0,2328.0,2124.0,1009.0,6747.0,4.0
2013-06-06,2579.0,1985.0,1156.0,11822.0,21.0,2062.0,1695.0,935.0,5624.0,20.0,1955.0,1596.0,760.0,5378.0,4.0
2013-06-07,4257.0,1891.0,1585.0,6565.0,66.0,3118.0,1959.0,1084.0,7094.0,53.0,2988.0,1742.0,1119.0,6342.0,35.0
2013-06-08,6054.0,2895.0,1933.0,9891.0,50.0,4485.0,2708.0,1446.0,9955.0,53.0,3864.0,2635.0,1421.0,8968.0,34.0
2013-06-09,6725.0,3439.0,2303.0,10928.0,33.0,5396.0,3315.0,1520.0,11905.0,38.0,5246.0,3241.0,1560.0,11342.0,21.0
2013-06-10,3538.0,1963.0,1424.0,6599.0,10.0,2597.0,1792.0,864.0,6287.0,6.0,2517.0,1889.0,971.0,6407.0,1.0
2013-06-11,1894.0,945.0,768.0,2990.0,5.0,1607.0,1314.0,810.0,4654.0,4.0,1722.0,1330.0,823.0,4707.0,2.0
2013-06-12,3772.0,2306.0,1615.0,7511.0,4.0,2554.0,1951.0,936.0,6090.0,10.0,2292.0,1585.0,944.0,5632.0,5.0
2013-06-13,3096.0,1921.0,1265.0,5129.0,15.0,2406.0,1416.0,810.0,5068.0,16.0,2168.0,1299.0,746.0,4432.0,3.0
2013-06-14,3877.0,1843.0,1541.0,5849.0,98.0,2831.0,1985.0,1149.0,6397.0,62.0,2456.0,1719.0,1100.0,5864.0,21.0
2013-06-15,6944.0,3117.0,2498.0,10787.0,147.0,5075.0,2860.0,1714.0,9880.0,125.0,4250.0,2546.0,1419.0,9113.0,71.0
2013-06-16,5482.0,2632.0,1912.0,8937.0,87.0,4195.0,2378.0,1310.0,8790.0,73.0,4601.0,2435.0,1268.0,8722.0,44.0
2013-06-17,3843.0,3319.0,1594.0,7187.0,7.0,3102.0,2257.0,1133.0,7295.0,5.0,2711.0,1904.0,979.0,6756.0,1.0
2013-06-18,3269.0,1885.0,1447.0,5810.0,12.0,2397.0,1670.0,1040.0,6160.0,3.0,2517.0,1895.0,934.0,6165.0,1.0
2013-06-19,3721.0,2218.0,1616.0,6945.0,9.0,2527.0,1752.0,975.0,6500.0,2.0,2310.0,1590.0,957.0,5559.0,1.0
2013-06-20,2729.0,1733.0,1246.0,5148.0,22.0,2104.0,1400.0,829.0,4792.0,6.0,2199.0,1811.0,829.0,5163.0,2.0
2013-06-21,3417.0,1916.0,1384.0,5719.0,49.0,2684.0,1973.0,1073.0,6233.0,31.0,2713.0,1635.0,882.0,5473.0,27.0
2013-06-22,5907.0,2825.0,1978.0,9237.0,72.0,4219.0,2413.0,1238.0,8470.0,43.0,4092.0,2375.0,1221.0,7895.0,22.0
2013-06-23,6376.0,3186.0,2199.0,10761.0,22.0,5365.0,3402.0,1563.0,12059.0,22.0,5229.0,2940.0,1458.0,10745.0,6.0
2013-06-24,3567.0,1941.0,1395.0,6267.0,7.0,2684.0,1896.0,896.0,6507.0,5.0,2375.0,1667.0,910.0,5926.0,1.0
2013-06-25,3262.0,1778.0,1364.0,5632.0,7.0,2176.0,1395.0,760.0,5092.0,3.0,2074.0,1362.0,785.0,5397.0,2.0
